"","Time","Status","Event.Data","File"
"429","Feb 02, 2022 04:57:39 pm","Joining Customer","category: INBOUND, conversationType: Conversation Type: Voice, contactId: 460d9353-8751-4f74-a2ef-e2452c049dd7, queues: null, hungupBy: null"," clemence .csv"
"430","Feb 02, 2022 04:57:39 pm","Connecting Agent","category: INBOUND, conversationType: Conversation Type: Voice, contactId: 460d9353-8751-4f74-a2ef-e2452c049dd7, queues: null, hungupBy: null"," clemence .csv"
"431","Feb 02, 2022 04:57:40 pm","Connected","category: INBOUND, conversationType: Conversation Type: Voice, contactId: 460d9353-8751-4f74-a2ef-e2452c049dd7, queues: null, hungupBy: null"," clemence .csv"
"432","Feb 02, 2022 04:57:45 pm","Busy","category: CONTACT, conversationType: Conversation Type: Voice, contactId: 460d9353-8751-4f74-a2ef-e2452c049dd7, queues: null, hungupBy: null"," clemence .csv"
"433","Feb 02, 2022 05:35:51 pm","Wrap Up","category: CONTACT, conversationType: Conversation Type: Voice, contactId: 460d9353-8751-4f74-a2ef-e2452c049dd7, queues: null, hungupBy: null"," clemence .csv"
"434","Feb 02, 2022 05:35:57 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"435","Feb 02, 2022 05:41:06 pm","Non_Core_Work","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"436","Feb 02, 2022 05:44:50 pm","Dialout","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"437","Feb 02, 2022 05:45:02 pm","Calling Customer","category: OUTBOUND, conversationType: Conversation Type: Voice, contactId: 32e3b7df-2923-4e38-81c1-5b5c270e473c, queues: null, hungupBy: null"," clemence .csv"
"438","Feb 02, 2022 05:45:16 pm","Busy","category: CONTACT, conversationType: Conversation Type: Voice, contactId: 32e3b7df-2923-4e38-81c1-5b5c270e473c, queues: null, hungupBy: null"," clemence .csv"
"439","Feb 02, 2022 05:46:46 pm","Wrap Up","category: CONTACT, conversationType: Conversation Type: Voice, contactId: 32e3b7df-2923-4e38-81c1-5b5c270e473c, queues: null, hungupBy: null"," clemence .csv"
"440","Feb 02, 2022 05:46:48 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"441","Feb 02, 2022 05:51:56 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," clemence .csv"
"442","Feb 02, 2022 05:58:58 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"443","Feb 02, 2022 05:59:00 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," clemence .csv"
"444","Feb 02, 2022 06:02:49 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"445","Feb 02, 2022 06:02:51 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," clemence .csv"
"446","Feb 02, 2022 06:04:33 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"447","Feb 02, 2022 06:04:35 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," clemence .csv"
"448","Feb 02, 2022 06:06:11 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"449","Feb 02, 2022 06:06:13 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," clemence .csv"
"450","Feb 02, 2022 06:08:03 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"451","Feb 02, 2022 06:08:04 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," clemence .csv"
"452","Feb 02, 2022 06:16:47 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"453","Feb 02, 2022 06:16:49 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," clemence .csv"
"454","Feb 02, 2022 06:22:06 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"455","Feb 02, 2022 06:22:07 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," clemence .csv"
"456","Feb 02, 2022 06:24:25 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"457","Feb 02, 2022 06:28:32 pm","Lunch","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"458","Feb 02, 2022 06:58:36 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"459","Feb 02, 2022 06:59:47 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," clemence .csv"
"460","Feb 02, 2022 07:02:14 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"461","Feb 02, 2022 07:02:16 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," clemence .csv"
"462","Feb 02, 2022 07:08:04 pm","Joining Customer","category: INBOUND, conversationType: Conversation Type: Voice, contactId: efa63171-6649-41f6-b6f4-16cb3d643390, queues: null, hungupBy: null"," clemence .csv"
"463","Feb 02, 2022 07:08:04 pm","Connecting Agent","category: INBOUND, conversationType: Conversation Type: Voice, contactId: efa63171-6649-41f6-b6f4-16cb3d643390, queues: null, hungupBy: null"," clemence .csv"
"464","Feb 02, 2022 07:08:05 pm","Connected","category: INBOUND, conversationType: Conversation Type: Voice, contactId: efa63171-6649-41f6-b6f4-16cb3d643390, queues: null, hungupBy: null"," clemence .csv"
"465","Feb 02, 2022 07:08:10 pm","Busy","category: CONTACT, conversationType: Conversation Type: Voice, contactId: efa63171-6649-41f6-b6f4-16cb3d643390, queues: null, hungupBy: null"," clemence .csv"
"466","Feb 02, 2022 07:38:05 pm","Wrap Up","category: CONTACT, conversationType: Conversation Type: Voice, contactId: efa63171-6649-41f6-b6f4-16cb3d643390, queues: null, hungupBy: null"," clemence .csv"
"467","Feb 02, 2022 07:38:07 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"468","Feb 02, 2022 07:42:06 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," clemence .csv"
"469","Feb 02, 2022 07:44:38 pm","Joining Customer","category: INBOUND, conversationType: Conversation Type: Voice, contactId: 445e1dc9-b8bd-44fb-a82c-5e8de9039e29, queues: null, hungupBy: null"," clemence .csv"
"470","Feb 02, 2022 07:44:38 pm","Connecting Agent","category: INBOUND, conversationType: Conversation Type: Voice, contactId: 445e1dc9-b8bd-44fb-a82c-5e8de9039e29, queues: null, hungupBy: null"," clemence .csv"
"471","Feb 02, 2022 07:44:39 pm","Connected","category: INBOUND, conversationType: Conversation Type: Voice, contactId: 445e1dc9-b8bd-44fb-a82c-5e8de9039e29, queues: null, hungupBy: null"," clemence .csv"
"472","Feb 02, 2022 07:44:44 pm","Busy","category: CONTACT, conversationType: Conversation Type: Voice, contactId: 445e1dc9-b8bd-44fb-a82c-5e8de9039e29, queues: null, hungupBy: null"," clemence .csv"
"473","Feb 02, 2022 08:45:21 pm","Wrap Up","category: CONTACT, conversationType: Conversation Type: Voice, contactId: 445e1dc9-b8bd-44fb-a82c-5e8de9039e29, queues: null, hungupBy: null"," clemence .csv"
"474","Feb 02, 2022 08:45:23 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"475","Feb 02, 2022 08:49:26 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," clemence .csv"
"476","Feb 02, 2022 08:50:26 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"477","Feb 02, 2022 08:52:39 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," clemence .csv"
"478","Feb 02, 2022 08:54:20 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"479","Feb 02, 2022 08:54:21 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," clemence .csv"
"480","Feb 02, 2022 08:54:53 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"481","Feb 02, 2022 08:54:55 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," clemence .csv"
"482","Feb 02, 2022 08:58:00 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"483","Feb 02, 2022 08:58:02 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," clemence .csv"
"484","Feb 02, 2022 09:00:37 pm","Joining Customer","category: INBOUND, conversationType: Conversation Type: Voice, contactId: fb636a3d-a200-4f4d-b476-68ed658ee7c4, queues: null, hungupBy: null"," clemence .csv"
"485","Feb 02, 2022 09:00:37 pm","Connecting Agent","category: INBOUND, conversationType: Conversation Type: Voice, contactId: fb636a3d-a200-4f4d-b476-68ed658ee7c4, queues: null, hungupBy: null"," clemence .csv"
"486","Feb 02, 2022 09:00:38 pm","Connected","category: INBOUND, conversationType: Conversation Type: Voice, contactId: fb636a3d-a200-4f4d-b476-68ed658ee7c4, queues: null, hungupBy: null"," clemence .csv"
"487","Feb 02, 2022 09:00:43 pm","Busy","category: CONTACT, conversationType: Conversation Type: Voice, contactId: fb636a3d-a200-4f4d-b476-68ed658ee7c4, queues: null, hungupBy: null"," clemence .csv"
"488","Feb 02, 2022 09:02:02 pm","Wrap Up","category: CONTACT, conversationType: Conversation Type: Voice, contactId: fb636a3d-a200-4f4d-b476-68ed658ee7c4, queues: null, hungupBy: null"," clemence .csv"
"489","Feb 02, 2022 09:02:04 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"490","Feb 02, 2022 09:04:08 pm","Break","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"491","Feb 02, 2022 09:14:35 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," clemence .csv"
"492","Feb 02, 2022 09:15:47 pm","Joining Customer","category: INBOUND, conversationType: Conversation Type: Voice, contactId: d433bebc-63fb-4ab5-96c6-f021e9224c0a, queues: null, hungupBy: null"," clemence .csv"
"493","Feb 02, 2022 09:15:48 pm","Connecting Agent","category: INBOUND, conversationType: Conversation Type: Voice, contactId: d433bebc-63fb-4ab5-96c6-f021e9224c0a, queues: null, hungupBy: null"," clemence .csv"
"494","Feb 02, 2022 09:15:49 pm","Connected","category: INBOUND, conversationType: Conversation Type: Voice, contactId: d433bebc-63fb-4ab5-96c6-f021e9224c0a, queues: null, hungupBy: null"," clemence .csv"
"495","Feb 02, 2022 09:15:55 pm","Busy","category: CONTACT, conversationType: Conversation Type: Voice, contactId: d433bebc-63fb-4ab5-96c6-f021e9224c0a, queues: null, hungupBy: null"," clemence .csv"
"496","Feb 02, 2022 09:24:12 pm","Wrap Up","category: CONTACT, conversationType: Conversation Type: Voice, contactId: d433bebc-63fb-4ab5-96c6-f021e9224c0a, queues: null, hungupBy: null"," clemence .csv"
"497","Feb 02, 2022 09:24:13 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"498","Feb 02, 2022 09:29:07 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," clemence .csv"
"499","Feb 02, 2022 09:29:29 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"500","Feb 02, 2022 09:29:58 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," clemence .csv"
"501","Feb 02, 2022 09:30:19 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"502","Feb 02, 2022 09:30:43 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," clemence .csv"
"503","Feb 02, 2022 09:31:14 pm","Joining Customer","category: INBOUND, conversationType: Conversation Type: Voice, contactId: e460a93c-e1ee-413c-af1d-320650bf6fa2, queues: null, hungupBy: null"," clemence .csv"
"504","Feb 02, 2022 09:31:15 pm","Connecting Agent","category: INBOUND, conversationType: Conversation Type: Voice, contactId: e460a93c-e1ee-413c-af1d-320650bf6fa2, queues: null, hungupBy: null"," clemence .csv"
"505","Feb 02, 2022 09:31:16 pm","Connected","category: INBOUND, conversationType: Conversation Type: Voice, contactId: e460a93c-e1ee-413c-af1d-320650bf6fa2, queues: null, hungupBy: null"," clemence .csv"
"506","Feb 02, 2022 09:31:20 pm","Busy","category: CONTACT, conversationType: Conversation Type: Voice, contactId: e460a93c-e1ee-413c-af1d-320650bf6fa2, queues: null, hungupBy: null"," clemence .csv"
"507","Feb 02, 2022 09:55:57 pm","Wrap Up","category: CONTACT, conversationType: Conversation Type: Voice, contactId: e460a93c-e1ee-413c-af1d-320650bf6fa2, queues: null, hungupBy: null"," clemence .csv"
"508","Feb 02, 2022 09:55:59 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"509","Feb 02, 2022 09:57:05 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," clemence .csv"
"510","Feb 02, 2022 10:00:23 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"511","Feb 02, 2022 10:00:24 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," clemence .csv"
"512","Feb 02, 2022 10:06:58 pm","Joining Customer","category: INBOUND, conversationType: Conversation Type: Voice, contactId: 50c655e0-45a4-4f8e-94a2-5cfae8067427, queues: null, hungupBy: null"," clemence .csv"
"513","Feb 02, 2022 10:06:59 pm","Connecting Agent","category: INBOUND, conversationType: Conversation Type: Voice, contactId: 50c655e0-45a4-4f8e-94a2-5cfae8067427, queues: null, hungupBy: null"," clemence .csv"
"514","Feb 02, 2022 10:07:00 pm","Connected","category: INBOUND, conversationType: Conversation Type: Voice, contactId: 50c655e0-45a4-4f8e-94a2-5cfae8067427, queues: null, hungupBy: null"," clemence .csv"
"515","Feb 02, 2022 10:07:04 pm","Busy","category: CONTACT, conversationType: Conversation Type: Voice, contactId: 50c655e0-45a4-4f8e-94a2-5cfae8067427, queues: null, hungupBy: null"," clemence .csv"
"516","Feb 02, 2022 10:33:05 pm","Wrap Up","category: CONTACT, conversationType: Conversation Type: Voice, contactId: 50c655e0-45a4-4f8e-94a2-5cfae8067427, queues: null, hungupBy: null"," clemence .csv"
"517","Feb 02, 2022 10:33:07 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"518","Feb 02, 2022 10:35:58 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," clemence .csv"
"519","Feb 02, 2022 10:35:58 pm","Joining Customer","category: INBOUND, conversationType: Conversation Type: Voice, contactId: dcc2717e-91fd-4da6-a7d7-d1936df813a7, queues: null, hungupBy: null"," clemence .csv"
"520","Feb 02, 2022 10:35:59 pm","Connecting Agent","category: INBOUND, conversationType: Conversation Type: Voice, contactId: dcc2717e-91fd-4da6-a7d7-d1936df813a7, queues: null, hungupBy: null"," clemence .csv"
"521","Feb 02, 2022 10:36:00 pm","Connected","category: INBOUND, conversationType: Conversation Type: Voice, contactId: dcc2717e-91fd-4da6-a7d7-d1936df813a7, queues: null, hungupBy: null"," clemence .csv"
"522","Feb 02, 2022 10:36:05 pm","Busy","category: CONTACT, conversationType: Conversation Type: Voice, contactId: dcc2717e-91fd-4da6-a7d7-d1936df813a7, queues: null, hungupBy: null"," clemence .csv"
"523","Feb 02, 2022 10:45:20 pm","Wrap Up","category: CONTACT, conversationType: Conversation Type: Voice, contactId: dcc2717e-91fd-4da6-a7d7-d1936df813a7, queues: null, hungupBy: null"," clemence .csv"
"524","Feb 02, 2022 10:45:22 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"525","Feb 02, 2022 10:47:21 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," clemence .csv"
"526","Feb 02, 2022 10:47:21 pm","Joining Customer","category: INBOUND, conversationType: Conversation Type: Voice, contactId: a49424f2-a6cb-4747-81b8-30774f90d4bf, queues: null, hungupBy: null"," clemence .csv"
"527","Feb 02, 2022 10:47:22 pm","Connecting Agent","category: INBOUND, conversationType: Conversation Type: Voice, contactId: a49424f2-a6cb-4747-81b8-30774f90d4bf, queues: null, hungupBy: null"," clemence .csv"
"528","Feb 02, 2022 10:47:23 pm","Connected","category: INBOUND, conversationType: Conversation Type: Voice, contactId: a49424f2-a6cb-4747-81b8-30774f90d4bf, queues: null, hungupBy: null"," clemence .csv"
"529","Feb 02, 2022 10:47:28 pm","Busy","category: CONTACT, conversationType: Conversation Type: Voice, contactId: a49424f2-a6cb-4747-81b8-30774f90d4bf, queues: null, hungupBy: null"," clemence .csv"
"530","Feb 02, 2022 10:50:31 pm","Wrap Up","category: CONTACT, conversationType: Conversation Type: Voice, contactId: a49424f2-a6cb-4747-81b8-30774f90d4bf, queues: null, hungupBy: null"," clemence .csv"
"531","Feb 02, 2022 10:50:33 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"532","Feb 02, 2022 10:52:11 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," clemence .csv"
"533","Feb 02, 2022 10:53:30 pm","Joining Customer","category: INBOUND, conversationType: Conversation Type: Voice, contactId: 87dca4c3-9b88-4e3f-9c32-a94a8cf2a5b1, queues: null, hungupBy: null"," clemence .csv"
"534","Feb 02, 2022 10:53:31 pm","Connecting Agent","category: INBOUND, conversationType: Conversation Type: Voice, contactId: 87dca4c3-9b88-4e3f-9c32-a94a8cf2a5b1, queues: null, hungupBy: null"," clemence .csv"
"535","Feb 02, 2022 10:53:32 pm","Connected","category: INBOUND, conversationType: Conversation Type: Voice, contactId: 87dca4c3-9b88-4e3f-9c32-a94a8cf2a5b1, queues: null, hungupBy: null"," clemence .csv"
"536","Feb 02, 2022 10:53:37 pm","Busy","category: CONTACT, conversationType: Conversation Type: Voice, contactId: 87dca4c3-9b88-4e3f-9c32-a94a8cf2a5b1, queues: null, hungupBy: null"," clemence .csv"
"537","Feb 02, 2022 11:07:43 pm","Wrap Up","category: CONTACT, conversationType: Conversation Type: Voice, contactId: 87dca4c3-9b88-4e3f-9c32-a94a8cf2a5b1, queues: null, hungupBy: null"," clemence .csv"
"538","Feb 02, 2022 11:07:48 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"539","Feb 02, 2022 11:12:00 pm","Offline","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"540","Feb 11, 2022 12:00:36 am","Offline","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"541","Feb 03, 2022 12:01:46 am","Offline","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"542","Feb 04, 2022 12:01:03 am","Offline","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"543","Feb 05, 2022 12:00:19 am","Offline","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"544",NA,"",""," clemence .csv"
"545","Feb 07, 2022 03:02:20 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," clemence .csv"
"546","Feb 08, 2022 12:00:49 am","Offline","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"547","Feb 09, 2022 12:00:02 am","Offline","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"548","Feb 10, 2022 12:01:17 am","Offline","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"549","Feb 01, 2022 12:01:18 am","Offline","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," clemence .csv"
"550","Feb 02, 2022 12:00:29 am","Offline","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," dagim .csv"
"551","Feb 02, 2022 03:00:08 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," dagim .csv"
"552","Feb 02, 2022 03:00:12 pm","Joining Customer","category: INBOUND, conversationType: Conversation Type: Voice, contactId: 7abc82a0-1a4a-4474-b3ed-984874cd6d55, queues: null, hungupBy: null"," dagim .csv"
"553","Feb 02, 2022 03:00:12 pm","Connecting Agent","category: INBOUND, conversationType: Conversation Type: Voice, contactId: 7abc82a0-1a4a-4474-b3ed-984874cd6d55, queues: null, hungupBy: null"," dagim .csv"
"554","Feb 02, 2022 03:00:13 pm","Connected","category: INBOUND, conversationType: Conversation Type: Voice, contactId: 7abc82a0-1a4a-4474-b3ed-984874cd6d55, queues: null, hungupBy: null"," dagim .csv"
"555","Feb 02, 2022 03:00:18 pm","Busy","category: CONTACT, conversationType: Conversation Type: Voice, contactId: 7abc82a0-1a4a-4474-b3ed-984874cd6d55, queues: null, hungupBy: null"," dagim .csv"
"556","Feb 02, 2022 03:06:58 pm","Wrap Up","category: CONTACT, conversationType: Conversation Type: Voice, contactId: 7abc82a0-1a4a-4474-b3ed-984874cd6d55, queues: null, hungupBy: null"," dagim .csv"
"557","Feb 02, 2022 03:07:03 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," dagim .csv"
"558","Feb 02, 2022 03:07:18 pm","Calling Customer","category: OUTBOUND, conversationType: Conversation Type: Voice, contactId: f07d4b4e-c2fd-4220-83a8-eccb5f20c84f, queues: null, hungupBy: null"," dagim .csv"
"559","Feb 02, 2022 03:07:21 pm","Busy","category: CONTACT, conversationType: Conversation Type: Voice, contactId: f07d4b4e-c2fd-4220-83a8-eccb5f20c84f, queues: null, hungupBy: null"," dagim .csv"
"560","Feb 02, 2022 03:07:45 pm","Wrap Up","category: CONTACT, conversationType: Conversation Type: Voice, contactId: f07d4b4e-c2fd-4220-83a8-eccb5f20c84f, queues: null, hungupBy: null"," dagim .csv"
"561","Feb 02, 2022 03:07:46 pm","Dialout","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," dagim .csv"
"562","Feb 02, 2022 03:09:06 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," dagim .csv"
"563","Feb 02, 2022 03:14:14 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," dagim .csv"
"564","Feb 02, 2022 03:14:16 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," dagim .csv"
"565","Feb 02, 2022 03:16:01 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," dagim .csv"
"566","Feb 02, 2022 03:16:02 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," dagim .csv"
"567","Feb 02, 2022 03:18:02 pm","Dialout","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," dagim .csv"
"568","Feb 02, 2022 03:18:04 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," dagim .csv"
"569","Feb 02, 2022 03:21:23 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," dagim .csv"
"570","Feb 02, 2022 03:21:25 pm","Available","category: STATE, conversationType: null, contactId: null, queues: US-EN ATO,US-EN Risk Tier 1,US-EN Disputes,CA-FR Risk,askupniewska-bpo@bpofit.com, hungupBy: null"," dagim .csv"
"571","Feb 02, 2022 03:24:18 pm","Seller_Extra_ACW","category: STATE, conversationType: null, contactId: null, queues: null, hungupBy: null"," dagim .csv"
